Company_Name,Founded,Location,Sector,What_it_does,Founders,Investor,Amount,Stage,Funding_Year,Main_Sector,Stages,Years of Existence
Fi,2019,Bangalore,Financial Services,Fi is a neo bank.,Sumit Gwalani, Falcon Edge,50000000.0,Series B,2021,Financial Services,Scaling,2.0
Kiko Live,2020,Gurugram,Commerce,Video-based social commerce startup,"Alok Chawla, Shivam", Amarjit Batra,1000000.0,Pre-series A,2021,Commerce & Retail,Validation,1.0
TurboHire,2019,Hyderabad,Computer Software,"Industry-leading augmented intelligence software for Talent Intelligence, Recruitment Automation, and Applicant Tracking",Deepak Agrawal, Samir Khosla,3000000.0,,2021,,Unknown,2.0
SatSure,2017,Bangalore,Defense & Space,SatSure is an innovative decision analytics company,"Prateep Basu, Rashmit Singh Sukhmani, Abhishek Raju",Baring PE India,3000000.0,,2021,Government ,Unknown,4.0
Ruptok Fintech,2020,New Delhi,Financial Services,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",Ankur Gupta,Manuvel Malabar Jewellers,2000000.0,Pre-series A,2021,Financial Services,Validation,1.0
VilCart,2017,Bangalore,Retail,Vilcart's motto is sustainable rural development through stability for rural retailers.,Prasanna Kumar,Nabventures,2000000.0,,2021,Commerce & Retail,Unknown,4.0
TRDR,2020,Bangalore,Financial Services,TRDR is an all-new approach to investing.,Ricky Jacob, Snehal Fulzele,150000.0,,2021,Financial Services,Unknown,1.0
Cora Health,2020,Bangalore,"Health, Wellness & Fitness",Social commerce marketplace for everyday health and wellness.,"Snigdha Kumar, Shrijit Venkatesh",Indian Angel Network,600000.0,Seed,2021,Health & Life Sciences,Validation,1.0
Battery Smart,2019,New Delhi,Renewables & Environment,Battery Smart is building India’s largest network of battery swapping stations providing Li-ion batteries,"Pulkit Khurana, Siddharth Sikka", Orios Ventures,7000000.0,Pre-series A,2021,Energy & Renewable Resources,Validation,2.0
The Good Glamm Group,2021,Pune,Information Technology & Services,South Asia’s largest Content-to-Commerce scale-up investing $100 million in fast-growing beauty & personal care brands.,"Darpan Sanghvi, Priyanka Gill, Naiyya saggi", Prosus Ventures,150000000.0,Series D,2021,Software & Technology,Scaling,0.0
Mosaic Wellness,2019,Mumbai,"Health, Wellness & Fitness",A platform of digital first health clinics for men and women,Dhyanesh Shah,Sequoia,24000000.0,Series A,2021,Health & Life Sciences,Early Traction,2.0
CloudFiles,2020,Bangalore,SaaS startup,"Supercharge files with enterprise-grade security, page-by-page analytics and powerful content automations.","Vishesh Singhal, Ankit Gupta, Siddharth Garg",Titan Capital,300000.0,Pre-seed,2021,,Ideation,1.0
Xpand,2021,New Delhi,Retail,LMCE handholds brands and enables their reach across the UNSERVED & UNDER-SERVED pockets of the country in a SUSTAINABLE manner to drive MEASURABLE growth.,Sanjay Kaul, Shagun Khandelwal,1500000.0,Pre-series A,2021,Commerce & Retail,Validation,0.0
Troo Good,2018,Hyderabad,E-commerce,An FMCG company selling nutritious products at an affordable price points.,Raju Bhupati,OAKS Asset Management,7000000.0,Series A,2021,Commerce & Retail,Early Traction,3.0
Prodo,2021,New Delhi,Business Supplies & Equipment,"Prodo is an e-commerce platform that provides manufacturing of made-to-order, readymade and white labeled consumables for medium and large enterprises.","Sameen Husain, Abhiroop Srivastava", LetsVenture,300000.0,Pre-seed,2021,Commerce & Retail,Ideation,0.0
Unnati,2019,Noida,FinTech,Fintech powered digital agri ecosystem,"Amit Sinha, Ashok Prasad", Orios,7000000.0,Series A,2021,,Early Traction,2.0
Lysto,2021,Bangalore,NFT,"Lysto is building APIs, Tools & Infrastructure to enable the creation & distribution of NFTs across platforms with a few clicks or few lines of code.",Sadiq Ahamed,BEENEXT,3000000.0,Seed,2021,,Validation,0.0
Buyofuel,2020,Coimbatore,Oil & Energy,Green Fuels Marketplace,"Kishan Karunakaran, Venkateswaran Selvan, Sumanth Kumar",Inflection Point Ventures,100000.0,Seed,2021,Energy & Renewable Resources,Validation,1.0
ElectricPe,2021,Bangalore,EV,India's largest Electric Vehicle Charging Platform,"Avinash Sharma, Raghav Rohila", Micelio Fund,3000000.0,Seed,2021,,Validation,0.0
Vayana Network,2017,Pune,Financial Services,"Vayana Network is an electronic network that connects Corporates and their Supply Chain to Financial Institutions for easy, quick and low-cost access to Trade Financing of their Payables and Receivables.",Ramaswamy Iyer, Marshall Wace,30000000.0,Series C,2021,Financial Services,Scaling,4.0
Valuationary,2020,Surat,E-learning,EdTech platform upskilling candidates to bag deserving finance job roles.,"Pratik Bajaj, Kunal Shah, Mahip Gupta", Ajay Surana,100000.0,Pre-seed,2021,Commerce & Retail,Ideation,1.0
Knocksense,2016,Lucknow,Online Media,Knocksense is a local news and recommendations platform.,"Varul Mayank, Vibhore Mayank", Mumbai Angels,150000.0,,2021,,Unknown,5.0
Doola,2020,New York,Company-as-a-Service,The ultimate One-Stop-Shop™? to help US and Non-US Founders to turn an idea into their dream US Business,"Arjun Mahadevan, JP Pincheira",Nexus Venture Partners,3000000.0,,2021,Others,Unknown,1.0
EyeMyEye,2021,Gurugram,Eyewear,"Shop the latest Eyeglasses, Sunglasses, Power Sunglasses, Contact Lens and more.",Ganesh Iyer,2000000,2000000.0,Pre-series A,2021,Beauty and Fashion,Validation,0.0
DGV,2019,Bangalore,Information Technology & Services,NeoBanking for Bharat,Ragavan Venkatesan, Omnivore,3000000.0,Pre-series A,2021,Software & Technology,Validation,2.0
GuardianLink,2017,Chennai,Information Technology & Services,Building tech infrastructure to help NFT commerce go mainstream,"Ramkumar Subramaniam, Kamesh Elangovan",Kalaari Capital,12000000.0,Series A,2021,Software & Technology,Early Traction,4.0
Clinikk,2016,Bangalore,Hospital & Health Care,Transforming health insurance by building India's first managed care model,"Dr.Suraj Baliga, Bhavjot Kaur",MassMutual Ventures,4000000.0,Pre-series A,2021,Hospitality,Validation,5.0
Toplyne,2021,Bangalore,Computer Software,Toplyne helps sales teams at product-led companies convert their freemium users!,"Rishen Kapoor and Ruchin Kulkarni, Rohit Khanna", Together Fund,2500000.0,,2021,,Unknown,0.0
Mensa,2021,Bangalore,D2C,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",Ananth Narayanan, Falcon Edge Capital,135000000.0,Series B,2021,Software & Technology,Scaling,0.0
GENLEAP,2021,Chandigarh,Professional Training & Coaching,GenLeap is India’s first self-discovery and career lifecycle management platform.,"Sachin Sandhir, Nimish Gupta, Nitin Thakur, Shweta Kataria", Ayush Singh,8000000.0,Seed,2021,,Validation,0.0
GoKwik,2020,New Delhi,Information Technology & Services,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,"Chirag, Vivek Bajpai, Ankush Talwar",Sequoia Capital India,15000000.0,Series A,2021,Software & Technology,Early Traction,1.0
Velocity,2020,Bangalore,Financial Services,"Velocity provides revenue based financing, up to Rs 3 crores, for marketing and inventory spends of online businesses.","Saurav Swaroop, Abhiroop Medhekar, Atul Khichariya",Valar Ventures,20000000.0,Series A,2021,Financial Services,Early Traction,1.0
SalaryBox,2020,Gurugram,Financial Services,SalaryBox is solution that makes employee management effortless.,"Nikhil Goel, Peeyush Goyal", Gokul Rajaram,4000000.0,Seed,2021,Financial Services,Validation,1.0
Boingg,2019,Gurugram,Furniture,D2C furniture brand,"Neha Indoria, Dhruvan Barar",Inflection Point Ventures,200000.0,Seed,2021,Commerce & Retail,Validation,2.0
Tickertape,2019,Bangalore,Financial Services,"Tickertape provides data, information & content for Indian stocks, ETFs & indices",Ujjwal Ankur,Smallcase,5000000.0,,2021,Financial Services,Unknown,2.0
Zenpay Solutions,2019,New Delhi,Financial Services,"India’s fastest growing fintech company, which has revolutionized the ultimate banking experience especially by reaching out to thousands of blue-collared employees by promoting digital banking solutions across India.",Ankit Bhargava, AngelBay,3000000.0,,2021,Financial Services,Unknown,2.0
Arbo Works,2021,Mountain View,Computer Software,Finance technology,Caesar Sengupta,Sequoia Capital,3000000.0,,2021,,Unknown,0.0
Inzpira,2021,Trivandrum,E-learning,"Inzpira is India's only Live online 1:1 platform for Language Learning & Test Preparation that lets users instantly connect with expert trainers and learn anytime, from anywhere.","Rohith Namboothiri, Sruthy Ramesh", Gopinath Latpate,300000.0,Seed,2021,Commerce & Retail,Validation,0.0
Defy,2021,Bangalore,Financial Services,Building India's first social crypto exchange,"Bhagaban Behera, Sriharsha Setty, Nakul Kelkar", Goodwater Capital,5500000.0,,2021,Financial Services,Unknown,0.0
Mindhouse,2019,Gurugram,"Health, Wellness & Fitness",Mindhouse is a Yoga & Nutrition driven personalized healthcare platform.,"Pooja Khanna, Pankaj Chaddah", General Catalyst,6000000.0,Seed,2021,Health & Life Sciences,Validation,2.0
Homversity,2017,Ahmedabad,Housing Marketplace,Homversity is the digital ecosystem that aims to support the 93 BN USD student housing & Co-living industry in India.,Saurav Kumar Sinha,Unknown,155000.0,,2021,Commerce & Retail,Unknown,4.0
Haber,2017,Pune,Industrial Automation,"Real-time, automated insights to increase plant efficiency","Vipin Raghavan, Priya Venkat, Arjunan PN",Ascent Capital,20000000.0,Series B,2021,Agriculture,Scaling,4.0
Recordent,2018,Hyderabad,Financial Services,Helping MSMEs collect customer dues faster & reduce risk by checking credit & payment history before offering credit,Winny Patro, IIM Calcutta Innovation Park,400000.0,,2021,Financial Services,Unknown,3.0
Koparo,2020,New Delhi,Consumer Goods,Koparo is a direct-to-consumer brand that is addressing the needs of modern Indian families and their homes.,Simran Khara, DSG Consumer Partners,700000.0,Seed,2021,Commerce & Retail,Validation,1.0
Settl,2020,Bangalore,Real Estate,Settl. is a technology-driven accommodation platform focused on providing a convenient and high-quality living experience for young millennials.,"Abhishek Tripathi, Bharath Bhaskar, Ashok Reddy", We Founder Circle,500000.0,Seed,2021,Real Estate and Property,Validation,1.0
Park+,2019,New Delhi,Tech startup,Building an eco-system for car owners which will be a one-stop solution for all their needs.,Amit Lakhotia, Matrix Partners,25000000.0,Series B,2021,,Scaling,2.0
Simple Energy,2019,Bangalore,Automotive,A Research and development driven company on a mission to build the future of mobility that is electric and connected.,Suhas Rajkumar, Softbank,21000000.0,Pre-series,2021,Transport,Unknown,2.0
21K School,2020,Bangalore,E-learning,"21K School is India's First Online School that provides a complete online school experience and personalized learning – anytime, anywhere.","Santosh Kumar, Yeshwanth Raj Parasmal, Dinesh Kumar, Joshi Kumar",Ronnie Screwvala,5000000.0,Pre-series A,2021,Commerce & Retail,Validation,1.0
Adda247,2016,Gurugram,E-learning,"The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of Tier II, tier III including online courses for  competitive exams","Anil Nagar, Saurabh Bansal",WestBridge Capital,20000000.0,Series B,2021,Commerce & Retail,Scaling,5.0
Loop Health,2018,Pune,Hospital & Health Care,India's first health insurance with unlimited primary care for employees.,"Amrit Singh, Mayank Kale", General Catalyst,12000000.0,,2021,Hospitality,Unknown,3.0
Rupifi,2020,Bangalore,Financial Services,Embedded Lending for Small Businesses,"Jawaid Iqbal, Dhruv Bhushan",Alteria Capital,1000000.0,Debt,2021,Financial Services,Unknown,1.0
RENEE Cosmetics,2019,Ahmedabad,Cosmetics,"RENÉE Cosmetics is an Indian makeup brand empowering bold & beautiful women with innovative, cruelty-free products.","Priyank Shah, Ashutosh Valani, Aashka Goradia Goble", 9Unicorns,1500000.0,Pre-series A,2021,Beauty and Fashion,Validation,2.0
Svish,2020,Gurugram,Consumer Goods,D2C personal hygiene startup,"Ishan, Jaideep Mahajan",Nueva,400000.0,Seed,2021,Commerce & Retail,Validation,1.0
Progcap,2016,New Delhi,FinTech,"Progcap (Desiderata Impact Ventures Private Limited) is a mission-driven, inclusive financing technology firm","Pallavi Shrivastava, Himanshu Chandra",Tiger Global,30000000.0,Series C,2021,,Scaling,5.0
Smartstaff,2020,Bangalore,Recruitment,Smartstaff (previously Qikwork) is a full stack blue-collar workforce management platform.,"Arpit Dave, Viral Chhajer, Gnanesh Chilukuri, Aravind Reddy", Nexus Venture Partners,4300000.0,,2021,Software & Technology,Unknown,1.0
D’Moksha Homes,2020,Mumbai,Textiles,"Artisans handcraft exquisite and environment-friendly home linens using only the most sustainable fabrics like linen, hemp, and lyocell.","Nimisha, Manav Dhanda", Karthik Bhat,570000.0,Seed,2021,Beauty and Fashion,Validation,1.0
ANS Commerce,2017,Gurugram,E-commerce,ANS Commerce is India’s #1 full-stack e-commerce enabler helping brands sell online.,"Amit Monga, Nakul Singh, Vibhor Sahare, Sushant Puri", Venture Catalysts,2200000.0,Pre-series A,2021,Commerce & Retail,Validation,4.0
GramCover,2016,Noida,Insurance,GramCover is a tech-enabled insurance marketplace for rural India.,Dhyanesh Bhatt, Stride Ventures,7000000.0,Series A,2021,Financial Services,Early Traction,5.0
Hyperface,2021,Bangalore,Information Technology & Services,Empowering Brands and Fintechs to offer banking products contextually to their customers.,"Ramanathan RV, Aishwarya Jaishankar", Better Capital,1300000.0,,2021,Software & Technology,Unknown,0.0
Kissan Pro,2021,Ranchi,Farming,"Full stack solution on agri advisory, input purchase and market linkage",Ravi Dasoundhi,EKKI,3000000.0,,2021,Agriculture,Unknown,0.0
CoinSwitch Kuber,2017,Bangalore,Crypto,"CoinSwitch Kuber is the largest crypto trading platform in India with a user base of 10M+, in just 15 months and growing every second.","Ashish Singhal, Govind Soni, Vimal Sagar Tiwari", Andreessen Horowitz,260000000.0,Series C,2021,Financial Services,Scaling,4.0
Pazcare,2020,Bangalore,Insurance,Paz Care is India's leading Employee Benefits & Health insurance platform,"Sanchit Malik, Manish Mishra", 3one4 Capital,3500000.0,Seed,2021,Financial Services,Validation,1.0
kWh Bikes,2020,Bangalore,Automotive,Building India’s strongest and smartest electric 2 wheelers,"Siddharth Janghu, Kartik Gupta, Anupriya", Better Capital,2000000.0,Seed,2021,Transport,Validation,1.0
Phool.co,2017,Kanpur,Renewables & Environment,Flowercycling technologies to upcycle cellulose waste and specialises in manufacturing charcoal-free incense and other wellness products,Ankit Agarwal, Draper Richards Kaplan Foundation,3000000.0,,2021,Energy & Renewable Resources,Unknown,4.0
Twin Health,2018,Chennai,"Health, Wellness & Fitness",Twin Health invented the Whole Body Digital Twin™ to help reverse and prevent chronic metabolic diseases.,Jahangir Mohammed, Perceptive Advisors,140000000.0,Series C,2021,Health & Life Sciences,Scaling,3.0
Trica,2021,Mumbai,Equity Management,Powering private markets - A technology platform for startups and investors.,Nimesh Kampani,LetsVenture,3000000.0,Seed,2021,Financial Services,Validation,0.0
mHealth,2020,New Delhi,"Health, Wellness & Fitness",mHealth  is AI based corporate wellness platform  to spread happiness & well-being,"Rajesh Munjal, Balwinder Singh, Monika Garg",India Accelerator,3000000.0,Seed,2021,Health & Life Sciences,Validation,1.0
ProfitWheel,2020,Mumbai,Marketing & Advertising,ProfitWheel's belief is that only a fraction of customers drive the most profitability for a brand - and we want to help increase their high value customer base.,"Vivek Bhargava, Gautam Mehra, Aman Khanna", Jimmy Mahtani,3000000.0,Seed,2021,Business Services,Validation,1.0
Chingari,2018,Bangalore,Entertainment,"Chingari - Bharat Ka Super Entertainment App. A unique and fun short video app, can create interesting videos and share them with the world.",Sumit Ghosh,Solana,19000000.0,,2021,Media and Entertainment,Unknown,3.0
